id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-5104,2026-07-21,Consultora Delta,Pendrive 64GB,16,147185.31,efectivo
V-5105,2026-07-21,Sofia Ramirez,Licencia software anual,1,126506.34,tarjeta
V-5106,2026-07-21,Peluqueria Glamour,Lapiceras x12,15,34769.50,efectivo
V-5107,2026-07-21,Ana Martinez,Detergente 5L,3,12315.77,tarjeta
V-5108,2026-07-21,Optica Vision,Servicio mensual,1,46617.64,efectivo
V-5109,2026-07-21,Peluqueria Glamour,Bolsas x100,44,51966.67,efectivo
V-5110,2026-07-21,Imprenta Rapida,Mouse inalambrico,1,10274.11,efectivo
V-5111,2026-07-21,Lucia Fernandez,Agua mineral x6,25,48133.44,tarjeta
V-5112,2026-07-21,Marta Gomez,Golosinas surtidas,35,5454.19,transferencia
V-5113,2026-07-21,Kiosco El Sol,Pendrive 64GB,18,150631.18,tarjeta
V-5114,2026-07-22,Constructora Norte,Mouse inalambrico,8,71026.32,transferencia
V-5115,2026-07-22,Constructora Norte,Capacitacion,1,63150.44,efectivo
V-5116,2026-07-22,Mueblerias Hogar,Servicio de mantenimiento,1,31837.23,tarjeta
V-5117,2026-07-22,Ferreteria Nuñez,Disco SSD 1TB,5,400447.91,efectivo
V-5118,2026-07-22,Valentina Diaz,Servicio de mantenimiento,1,31939.44,transferencia
V-5119,2026-07-22,Ana Martinez,Bolsas x100,25,30061.77,efectivo
V-5120,2026-07-22,Comercial Andrade,Cafe en grano,9,16525.57,tarjeta
V-5121,2026-07-22,Optica Vision,Capacitacion,2,122657.90,tarjeta
V-5122,2026-07-22,Mueblerias Hogar,Cuaderno,15,6115.78,tarjeta
V-5123,2026-07-22,Ferreteria Nuñez,Detergente 5L,9,41371.92,efectivo
V-5124,2026-07-22,Martin Castro,Cafe en grano,7,13446.96,efectivo
V-5125,2026-07-22,Agropecuaria Campo Verde,Toner HP,3,23613.73,tarjeta
V-5126,2026-07-22,Pedro Sanchez,Teclado mecanico,4,137614.24,tarjeta
V-5127,2026-07-23,Sofia Ramirez,Resma A4,26,27384.92,transferencia
V-5128,2026-07-23,Inmobiliaria Sol,Armazon,3,51114.98,transferencia
V-5129,2026-07-23,Peluqueria Glamour,Aceite x12,4,23080.04,efectivo
V-5130,2026-07-23,Panaderia Ortiz,Aceite x12,4,24221.46,efectivo
V-5131,2026-07-23,Kiosco El Sol,Bolsas x100,48,56200.60,tarjeta
V-5132,2026-07-23,Peluqueria Glamour,Cartucho tinta,2,12777.14,efectivo
V-5133,2026-07-23,Consultora Delta,Servicio de consultoria,1,18995.87,efectivo
V-5134,2026-07-23,Inmobiliaria Sol,Detergente 5L,5,20343.71,tarjeta
V-5135,2026-07-23,Farmacia San Martin,Disco SSD 1TB,1,69044.34,mercadopago
V-5136,2026-07-23,Peluqueria Glamour,Servicio de mantenimiento,1,34568.02,transferencia
V-5137,2026-07-23,Juan Perez,Servicio de consultoria,1,20126.08,transferencia
V-5138,2026-07-23,Clinica Belgrano,Notebook Lenovo,3,2037565.47,tarjeta
V-5139,2026-07-23,Ana Martinez,Notebook Lenovo,2,1334199.20,transferencia
V-5140,2026-07-23,Kiosco El Sol,Agua mineral x6,39,63621.49,tarjeta
V-5141,2026-07-23,Martin Castro,Mouse inalambrico,3,29568.71,mercadopago
V-5142,2026-07-23,Restaurante El Puerto,Cartucho tinta,3,20090.00,efectivo
V-5143,2026-07-23,Garcia SA,Capacitacion,3,173744.96,efectivo
V-5144,2026-07-24,Peluqueria Glamour,Servicio de consultoria,1,17195.03,efectivo
V-5145,2026-07-24,Transportes Rios,Harina x25kg,11,31943.86,tarjeta
V-5146,2026-07-24,Comercial Andrade,Resma A4,9,8765.57,tarjeta
V-5147,2026-07-24,Pedro Sanchez,Servicio de mantenimiento,1,33403.09,efectivo
V-5148,2026-07-24,Distribuidora Sur,Tornillos x100,35,5494.88,transferencia
V-5149,2026-07-24,Garcia SA,Notebook Lenovo,3,1723650.42,transferencia
V-5150,2026-07-24,Libreria Central,Toner HP,4,29528.18,cheque
V-5151,2026-07-24,Farmacia San Martin,Teclado mecanico,2,78622.27,transferencia
V-5152,2026-07-24,Pedro Sanchez,Servicio mensual,1,47727.62,tarjeta
V-5153,2026-07-24,Inmobiliaria Sol,Tornillos x100,46,6996.54,efectivo
V-5154,2026-07-24,Ferreteria Nuñez,Carpeta A4,36,46655.92,transferencia
V-5155,2026-07-25,Panaderia Ortiz,Cable HDMI,12,40279.97,transferencia
V-5156,2026-07-25,Martin Castro,Detergente 5L,13,51487.25,transferencia
V-5157,2026-07-25,Transportes Rios,Resma A4,14,15126.32,tarjeta
V-5158,2026-07-25,Consultora Delta,Servicio de consultoria,1,18689.88,tarjeta
V-5159,2026-07-25,Pedro Sanchez,Mouse inalambrico,1,9309.85,tarjeta
V-5160,2026-07-25,Restaurante El Puerto,Monitor 24'',1,166746.93,transferencia
V-5161,2026-07-25,Lucia Fernandez,Harina x25kg,4,13254.26,transferencia
V-5162,2026-07-25,Almacen La Paz,Armazon,2,32230.09,transferencia
V-5163,2026-07-25,Sofia Ramirez,Disco SSD 1TB,1,77998.68,efectivo
V-5164,2026-07-26,Taller Mecanico Lopez,Disco SSD 1TB,3,233085.14,mercadopago
V-5165,2026-07-26,Peluqueria Glamour,Capacitacion,3,171791.18,tarjeta
V-5166,2026-07-26,Agropecuaria Campo Verde,Toner HP,3,26118.99,tarjeta
V-5167,2026-07-26,Consultora Delta,Silla ergonomica,2,190675.29,mercadopago
V-5168,2026-07-26,Carlos Rodriguez,Mouse inalambrico,7,63829.15,mercadopago
V-5169,2026-07-26,Constructora Norte,Cafe en grano,8,14523.01,efectivo
V-5170,2026-07-26,Clinica Belgrano,Licencia software anual,5,656418.72,transferencia
V-5171,2026-07-26,Lucia Fernandez,Resma A4,13,12542.67,tarjeta
V-5172,2026-07-26,Distribuidora Sur,Silla ergonomica,6,616179.06,efectivo
V-5173,2026-07-26,Pedro Sanchez,Aceite x12,3,17458.53,transferencia
V-5174,2026-07-26,Comercial Andrade,Teclado mecanico,5,194555.54,tarjeta
V-5175,2026-07-26,Agropecuaria Campo Verde,Mouse inalambrico,2,21428.67,tarjeta
V-5176,2026-07-26,Pedro Sanchez,Tornillos x100,17,2933.54,tarjeta
V-5177,2026-07-26,Martin Castro,Servicio de mantenimiento,1,32563.12,efectivo
V-5178,2026-07-26,Imprenta Rapida,Cable HDMI,9,29912.07,efectivo
V-5179,2026-07-27,Constructora Norte,Cable HDMI,8,30044.90,tarjeta
V-5180,2026-07-27,Libreria Central,Monitor 24'',4,712935.33,tarjeta
V-5181,2026-07-27,Bar La Esquina,Disco SSD 1TB,4,270741.44,transferencia
V-5182,2026-07-27,Farmacia San Martin,Lapiceras x12,7,15284.16,mercadopago
V-5183,2026-07-27,Carlos Rodriguez,Capacitacion,1,55147.75,tarjeta
V-5184,2026-07-27,Martin Castro,Cable HDMI,4,15332.94,transferencia
V-5185,2026-07-27,Comercial Andrade,Golosinas surtidas,71,9605.97,mercadopago
V-5186,2026-07-27,Transportes Rios,Cuaderno,24,9827.29,mercadopago
V-5187,2026-07-27,Kiosco El Sol,Golosinas surtidas,98,15359.67,mercadopago
V-5188,2026-07-27,Restaurante El Puerto,Cuaderno,19,9153.47,efectivo
V-5189,2026-07-27,Bar La Esquina,Servicio de mantenimiento,1,30193.45,transferencia
V-5190,2026-07-27,Imprenta Rapida,Lapiceras x12,27,65770.86,transferencia
V-5191,2026-07-27,Juan Perez,Agua mineral x6,39,69779.89,tarjeta
V-5192,2026-07-28,Pedro Sanchez,Cartucho tinta,7,46814.29,transferencia
V-5193,2026-07-28,Distribuidora Sur,Cable HDMI,13,47020.88,transferencia
V-5194,2026-07-28,Panaderia Ortiz,Servicio de consultoria,1,18948.01,transferencia
V-5195,2026-07-28,Supermercado Don Pepe,Tornillos x100,19,2940.79,transferencia
V-5196,2026-07-28,Almacen La Paz,Auriculares,8,193365.08,tarjeta
V-5197,2026-07-28,Farmacia San Martin,Hosting mensual,1,12293.72,tarjeta
V-5198,2026-07-28,Agropecuaria Campo Verde,Licencia software anual,4,444009.83,mercadopago
V-5199,2026-07-28,Juan Perez,Capacitacion,3,195163.81,tarjeta
V-5200,2026-07-28,Distribuidora Sur,Pendrive 64GB,12,100006.88,mercadopago
V-5201,2026-07-28,Taller Mecanico Lopez,Resma A4,35,35751.05,tarjeta
V-5202,2026-07-28,Clinica Belgrano,Servicio de consultoria,1,18928.04,transferencia
V-5203,2026-07-28,Escuela Sarmiento,Lapiceras x12,15,36517.47,transferencia
V-5204,2026-07-28,Restaurante El Puerto,Disco SSD 1TB,6,487381.67,efectivo
V-5205,2026-07-28,Lucia Fernandez,Servicio de consultoria,1,17567.26,tarjeta
V-5206,2026-07-28,Supermercado Don Pepe,Toner HP,6,45327.93,mercadopago
V-5207,2026-07-28,Cafe Colonial,Detergente 5L,8,33480.13,transferencia
V-5208,2026-07-28,Diego Torres,Mouse inalambrico,2,17689.91,tarjeta
V-5209,2026-07-28,Gimnasio Fuerza,Servicio mensual,1,41159.47,transferencia
V-5210,2026-07-29,Libreria Central,Teclado mecanico,1,39957.53,mercadopago
V-5211,2026-07-29,Mueblerias Hogar,Golosinas surtidas,62,9919.99,tarjeta
V-5212,2026-07-29,Carlos Rodriguez,Resma A4,17,16882.63,transferencia
V-5213,2026-07-29,Libreria Central,Notebook Lenovo,1,594985.48,efectivo
V-5214,2026-07-29,Sofia Ramirez,Pendrive 64GB,10,81176.05,transferencia
V-5215,2026-07-29,Diego Torres,Licencia software anual,1,126713.54,tarjeta
V-5216,2026-07-29,Supermercado Don Pepe,Monitor 24'',4,772704.20,transferencia
V-5217,2026-07-29,Escuela Sarmiento,Resma A4,5,5139.91,tarjeta
V-5218,2026-07-29,Juan Perez,Resma A4,9,9420.41,cheque
V-5219,2026-07-29,Gimnasio Fuerza,Bolsas x100,40,47109.32,transferencia
V-5220,2026-07-29,Optica Vision,Bolsas x100,20,24028.46,efectivo
V-5221,2026-07-29,Gimnasio Fuerza,Servicio de mantenimiento,1,29302.12,tarjeta
V-5222,2026-07-29,Kiosco El Sol,Aceite x12,1,5819.72,tarjeta
V-5223,2026-07-29,Carniceria El Toro,Armazon,1,15017.37,efectivo
V-5224,2026-07-29,Imprenta Rapida,Cable HDMI,12,44585.19,mercadopago
V-5225,2026-07-29,Cafe Colonial,Monitor 24'',3,515294.84,tarjeta
V-5226,2026-07-29,Bar La Esquina,Armazon,2,31634.12,mercadopago
V-5227,2026-07-29,Escuela Sarmiento,Notebook Lenovo,3,1856985.66,transferencia
V-5228,2026-07-30,Comercial Andrade,Cuaderno,5,2289.52,efectivo
V-5229,2026-07-30,Consultora Delta,Harina x25kg,6,17176.09,cheque
V-5230,2026-07-30,Carniceria El Toro,Disco SSD 1TB,2,153126.21,transferencia
V-5231,2026-07-30,Ana Martinez,Resma A4,39,34935.36,tarjeta
V-5232,2026-07-30,Juan Perez,Mouse inalambrico,3,30971.02,transferencia
V-5233,2026-07-30,Consultora Delta,Armazon,4,64287.71,tarjeta
V-5234,2026-07-30,Sofia Ramirez,Bolsas x100,52,51720.72,tarjeta
V-5235,2026-07-30,Optica Vision,Servicio de consultoria,1,18099.45,tarjeta
V-5236,2026-07-31,Pedro Sanchez,Harina x25kg,3,10175.74,transferencia
V-5237,2026-07-31,Ana Martinez,Teclado mecanico,5,178852.57,efectivo
V-5238,2026-07-31,Marta Gomez,Harina x25kg,8,22975.47,mercadopago
V-5239,2026-07-31,Garcia SA,Licencia software anual,4,460798.18,tarjeta
V-5240,2026-07-31,Almacen La Paz,Lapiceras x12,30,65569.27,tarjeta
V-5241,2026-07-31,Valentina Diaz,Lapiceras x12,25,65579.45,tarjeta
V-5242,2026-07-31,Bar La Esquina,Notebook Lenovo,3,1736565.79,tarjeta
V-5243,2026-07-31,Restaurante El Puerto,Licencia software anual,1,120980.43,efectivo
V-5244,2026-07-31,Panaderia Ortiz,Resma A4,10,9305.39,efectivo
V-5245,2026-07-31,Carniceria El Toro,Mouse inalambrico,2,18017.29,transferencia
V-5246,2026-07-31,Optica Vision,Harina x25kg,10,28191.68,efectivo
V-5247,2026-07-31,Bar La Esquina,Cafe en grano,4,8253.02,tarjeta
V-5248,2026-08-01,Transportes Rios,Mouse inalambrico,1,9398.73,efectivo
V-5249,2026-08-01,Imprenta Rapida,Detergente 5L,7,27322.83,transferencia
V-5250,2026-08-01,Escuela Sarmiento,Carpeta A4,35,43496.21,tarjeta
V-5251,2026-08-01,Restaurante El Puerto,Aceite x12,6,35644.39,tarjeta
V-5252,2026-08-01,Carniceria El Toro,Bolsas x100,55,55136.13,efectivo
V-5253,2026-08-01,Carlos Rodriguez,Detergente 5L,6,27309.41,transferencia
V-5254,2026-08-01,Kiosco El Sol,Disco SSD 1TB,1,71839.13,efectivo
V-5255,2026-08-01,Agropecuaria Campo Verde,Servicio de mantenimiento,1,33466.85,transferencia
V-5256,2026-08-01,Clinica Belgrano,Carpeta A4,36,45825.75,transferencia
V-5257,2026-08-01,Agropecuaria Campo Verde,Teclado mecanico,2,72172.60,tarjeta
V-5258,2026-08-01,Comercial Andrade,Servicio de consultoria,1,17508.73,transferencia
V-5259,2026-08-01,Lucia Fernandez,Mouse inalambrico,2,20540.26,transferencia
V-5260,2026-08-01,Sofia Ramirez,Armazon,4,65880.64,transferencia
V-5261,2026-08-01,Marta Gomez,Auriculares,7,154521.65,transferencia
V-5262,2026-08-01,Juan Perez,Capacitacion,1,58720.45,tarjeta
V-5263,2026-08-01,Hotel Plaza,Cafe en grano,8,17053.55,transferencia
V-5264,2026-08-01,Ferreteria Nuñez,Cable HDMI,9,33938.73,tarjeta
V-5265,2026-08-01,Cafe Colonial,Teclado mecanico,3,121693.17,tarjeta
V-5266,2026-08-02,Mueblerias Hogar,Toner HP,1,8682.52,transferencia
V-5267,2026-08-02,Taller Mecanico Lopez,Toner HP,2,14770.20,tarjeta
V-5268,2026-08-02,Martin Castro,Golosinas surtidas,66,9177.81,transferencia
V-5269,2026-08-02,Transportes Rios,Tornillos x100,49,7369.65,efectivo
V-5270,2026-08-02,Hotel Plaza,Servicio de mantenimiento,1,33255.13,transferencia
V-5271,2026-08-02,Libreria Central,Toner HP,5,41709.06,mercadopago
V-5272,2026-08-02,Carniceria El Toro,Notebook Lenovo,1,635286.84,tarjeta
V-5273,2026-08-02,Diego Torres,Golosinas surtidas,79,11491.70,mercadopago
V-5274,2026-08-02,Consultora Delta,Detergente 5L,12,47958.52,cheque
V-5275,2026-08-02,Restaurante El Puerto,Servicio de mantenimiento,1,29080.61,efectivo
V-5276,2026-08-02,Veterinaria Patitas,Licencia software anual,3,373930.98,transferencia
V-5277,2026-08-02,Valentina Diaz,Resma A4,12,12016.47,transferencia
V-5278,2026-08-02,Gimnasio Fuerza,Cartucho tinta,7,44115.53,tarjeta
V-5279,2026-08-02,Constructora Norte,Cuaderno,23,10892.52,cheque
V-5280,2026-08-02,Hotel Plaza,Tornillos x100,15,2446.62,transferencia
V-5281,2026-08-02,Imprenta Rapida,Silla ergonomica,5,474528.95,efectivo
V-5282,2026-08-02,Clinica Belgrano,Mouse inalambrico,1,9280.08,transferencia
V-5283,2026-08-02,Almacen La Paz,Teclado mecanico,2,73105.87,transferencia
V-5284,2026-08-02,Panaderia Ortiz,Servicio de consultoria,1,18310.97,efectivo
V-5285,2026-08-02,Carlos Rodriguez,Carpeta A4,30,32515.46,tarjeta
V-5286,2026-08-02,Garcia SA,Resma A4,28,27742.00,transferencia
V-5287,2026-08-03,Supermercado Don Pepe,Servicio mensual,1,41110.66,efectivo
V-5288,2026-08-03,Estudio Contable RyR,Agua mineral x6,10,17723.38,transferencia
V-5289,2026-08-03,Agropecuaria Campo Verde,Notebook Lenovo,2,1246586.71,transferencia
V-5290,2026-08-03,Kiosco El Sol,Golosinas surtidas,42,5992.13,transferencia
V-5291,2026-08-03,Agropecuaria Campo Verde,Servicio de mantenimiento,1,30768.58,transferencia
V-5292,2026-08-03,Hotel Plaza,Bolsas x100,29,34889.85,transferencia
V-5293,2026-08-03,Transportes Rios,Detergente 5L,12,52359.52,tarjeta
V-5294,2026-08-03,Ferreteria Nuñez,Harina x25kg,9,25796.94,efectivo
V-5295,2026-08-03,Lucia Fernandez,Auriculares,7,151989.60,efectivo
V-5296,2026-08-04,Veterinaria Patitas,Mouse inalambrico,10,92410.24,tarjeta
V-5297,2026-08-04,Imprenta Rapida,Toner HP,5,38353.92,efectivo
V-5298,2026-08-04,Valentina Diaz,Silla ergonomica,3,292250.47,tarjeta
V-5299,2026-08-04,Transportes Rios,Cartucho tinta,1,6336.53,transferencia
V-5300,2026-08-04,Escuela Sarmiento,Tornillos x100,20,3516.04,efectivo
V-5301,2026-08-04,Taller Mecanico Lopez,Hosting mensual,1,12100.95,efectivo
V-5302,2026-08-04,Optica Vision,Hosting mensual,1,12152.79,transferencia
V-5303,2026-08-04,Ana Martinez,Armazon,4,61861.97,transferencia
V-5304,2026-08-04,Martin Castro,Capacitacion,1,62282.44,efectivo
V-5305,2026-08-05,Constructora Norte,Servicio mensual,1,42393.00,transferencia
V-5306,2026-08-05,Distribuidora Sur,Notebook Lenovo,1,665703.57,transferencia
V-5307,2026-08-05,Transportes Rios,Disco SSD 1TB,2,159464.31,tarjeta
V-5308,2026-08-05,Farmacia San Martin,Pendrive 64GB,19,166433.53,transferencia
V-5309,2026-08-05,Optica Vision,Silla ergonomica,2,194634.08,transferencia
V-5310,2026-08-05,Juan Perez,Cartucho tinta,6,40183.30,transferencia
V-5311,2026-08-05,Estudio Contable RyR,Detergente 5L,7,26587.54,transferencia
V-5312,2026-08-05,Carlos Rodriguez,Servicio de consultoria,1,18216.14,transferencia
V-5313,2026-08-05,Restaurante El Puerto,Hosting mensual,1,12039.04,transferencia
V-5314,2026-08-05,Martin Castro,Cuaderno,36,16717.89,tarjeta
V-5315,2026-08-05,Escuela Sarmiento,Golosinas surtidas,97,13121.46,transferencia
V-5316,2026-08-05,Consultora Delta,Harina x25kg,3,8980.56,efectivo
V-5317,2026-08-05,Sofia Ramirez,Golosinas surtidas,69,9434.19,transferencia
V-5318,2026-08-05,Supermercado Don Pepe,Servicio de mantenimiento,1,30091.13,transferencia
V-5319,2026-08-06,Taller Mecanico Lopez,Servicio de consultoria,1,19567.83,transferencia
V-5320,2026-08-06,Almacen La Paz,Golosinas surtidas,43,6802.76,cheque
V-5321,2026-08-06,Distribuidora Sur,Cable HDMI,13,42319.99,tarjeta
V-5322,2026-08-06,Kiosco El Sol,Monitor 24'',4,679441.53,tarjeta
V-5323,2026-08-06,Juan Perez,Cable HDMI,9,32759.01,mercadopago
V-5324,2026-08-06,Garcia SA,Mouse inalambrico,5,51255.11,mercadopago
V-5325,2026-08-06,Hotel Plaza,Monitor 24'',1,169464.07,transferencia
V-5326,2026-08-06,Imprenta Rapida,Mouse inalambrico,1,9476.71,transferencia
V-5327,2026-08-06,Restaurante El Puerto,Lapiceras x12,27,62262.89,transferencia
V-5328,2026-08-06,Lucia Fernandez,Capacitacion,1,61683.76,efectivo
V-5329,2026-08-06,Almacen La Paz,Golosinas surtidas,83,11877.92,tarjeta
V-5330,2026-08-06,Almacen La Paz,Disco SSD 1TB,3,225285.28,tarjeta
V-5331,2026-08-06,Comercial Andrade,Golosinas surtidas,67,10189.04,efectivo
V-5332,2026-08-07,Juan Perez,Teclado mecanico,2,68609.66,transferencia
V-5333,2026-08-07,Gimnasio Fuerza,Mouse inalambrico,4,41590.03,tarjeta
V-5334,2026-08-07,Farmacia San Martin,Hosting mensual,1,12919.29,mercadopago
V-5335,2026-08-07,Sofia Ramirez,Cable HDMI,2,6695.81,transferencia
V-5336,2026-08-07,Ana Martinez,Licencia software anual,4,493986.13,transferencia
V-5337,2026-08-07,Agropecuaria Campo Verde,Auriculares,4,96464.55,efectivo
V-5338,2026-08-07,Consultora Delta,Cable HDMI,10,37370.50,efectivo
V-5339,2026-08-07,Peluqueria Glamour,Licencia software anual,1,114184.50,tarjeta
V-5340,2026-08-07,Comercial Andrade,Servicio de mantenimiento,1,34008.75,efectivo
V-5341,2026-08-07,Clinica Belgrano,Licencia software anual,2,222860.28,efectivo
V-5342,2026-08-07,Distribuidora Sur,Teclado mecanico,3,107535.70,efectivo
V-5343,2026-08-07,Estudio Contable RyR,Servicio de mantenimiento,1,34516.41,transferencia
V-5344,2026-08-07,Carniceria El Toro,Tornillos x100,50,8076.88,efectivo
V-5345,2026-08-07,Restaurante El Puerto,Resma A4,11,10518.75,tarjeta
V-5346,2026-08-07,Comercial Andrade,Harina x25kg,5,14729.58,efectivo
V-5347,2026-08-07,Optica Vision,Tornillos x100,48,7603.86,transferencia
V-5348,2026-08-08,Lucia Fernandez,Servicio mensual,1,48951.42,transferencia
V-5349,2026-08-08,Constructora Norte,Carpeta A4,45,50345.45,efectivo
V-5350,2026-08-08,Kiosco El Sol,Cable HDMI,9,32735.32,efectivo
V-5351,2026-08-08,Distribuidora Sur,Disco SSD 1TB,5,376976.66,transferencia
V-5352,2026-08-08,Escuela Sarmiento,Lapiceras x12,22,53286.14,transferencia
V-5353,2026-08-08,Restaurante El Puerto,Detergente 5L,19,87341.60,transferencia
V-5354,2026-08-08,Kiosco El Sol,Lapiceras x12,3,7033.56,cheque
V-5355,2026-08-08,Hotel Plaza,Servicio mensual,1,45679.81,tarjeta
V-5356,2026-08-08,Imprenta Rapida,Monitor 24'',3,528272.82,tarjeta
V-5357,2026-08-08,Agropecuaria Campo Verde,Detergente 5L,16,68860.27,efectivo
V-5358,2026-08-08,Carniceria El Toro,Mouse inalambrico,4,42207.38,transferencia
V-5359,2026-08-08,Constructora Norte,Servicio de consultoria,1,17220.41,efectivo
V-5360,2026-08-08,Panaderia Ortiz,Notebook Lenovo,3,1696079.68,tarjeta
V-5361,2026-08-08,Estudio Contable RyR,Mouse inalambrico,7,63556.64,tarjeta
V-5362,2026-08-08,Peluqueria Glamour,Armazon,3,48661.83,tarjeta
V-5363,2026-08-09,Inmobiliaria Sol,Aceite x12,6,34194.95,mercadopago
V-5364,2026-08-09,Gimnasio Fuerza,Harina x25kg,7,22791.98,mercadopago
V-5365,2026-08-09,Libreria Central,Armazon,1,17022.71,transferencia
V-5366,2026-08-09,Marta Gomez,Teclado mecanico,3,102730.44,tarjeta
V-5367,2026-08-09,Clinica Belgrano,Monitor 24'',3,542270.11,efectivo
V-5368,2026-08-09,Marta Gomez,Pendrive 64GB,5,40724.95,tarjeta
V-5369,2026-08-09,Imprenta Rapida,Teclado mecanico,4,147528.17,transferencia
V-5370,2026-08-09,Farmacia San Martin,Tornillos x100,21,3602.98,transferencia
V-5371,2026-08-09,Restaurante El Puerto,Lapiceras x12,20,49071.57,transferencia
V-5372,2026-08-09,Clinica Belgrano,Hosting mensual,1,11283.82,mercadopago
V-5373,2026-08-09,Supermercado Don Pepe,Teclado mecanico,1,38095.45,efectivo
V-5374,2026-08-09,Kiosco El Sol,Capacitacion,2,128814.31,tarjeta
V-5375,2026-08-09,Cafe Colonial,Cafe en grano,8,15020.75,transferencia
V-5376,2026-08-09,Ana Martinez,Auriculares,5,102385.42,tarjeta
V-5377,2026-08-09,Veterinaria Patitas,Teclado mecanico,1,35517.52,efectivo
V-5378,2026-08-10,Martin Castro,Cartucho tinta,4,23558.06,efectivo
V-5379,2026-08-10,Mueblerias Hogar,Aceite x12,2,10744.71,transferencia
V-5380,2026-08-10,Martin Castro,Disco SSD 1TB,4,308278.20,tarjeta
V-5381,2026-08-10,Distribuidora Sur,Silla ergonomica,5,510875.79,efectivo
V-5382,2026-08-10,Bar La Esquina,Harina x25kg,4,12536.99,transferencia
V-5383,2026-08-10,Comercial Andrade,Mouse inalambrico,10,93497.92,transferencia
V-5384,2026-08-10,Gimnasio Fuerza,Auriculares,1,21841.77,efectivo
V-5385,2026-08-10,Peluqueria Glamour,Mouse inalambrico,8,75250.75,cheque
V-5386,2026-08-10,Supermercado Don Pepe,Servicio de consultoria,1,18493.58,tarjeta
V-5387,2026-08-10,Mueblerias Hogar,Detergente 5L,2,9052.30,efectivo
V-5388,2026-08-10,Almacen La Paz,Disco SSD 1TB,5,340886.80,transferencia
V-5389,2026-08-11,Panaderia Ortiz,Bolsas x100,44,45989.43,efectivo
V-5390,2026-08-11,Ferreteria Nuñez,Hosting mensual,1,12723.43,tarjeta
V-5391,2026-08-11,Distribuidora Sur,Lapiceras x12,21,55187.57,transferencia
V-5392,2026-08-11,Garcia SA,Aceite x12,10,60893.46,tarjeta
V-5393,2026-08-11,Supermercado Don Pepe,Pendrive 64GB,10,79110.60,transferencia
V-5394,2026-08-11,Escuela Sarmiento,Cable HDMI,8,28923.93,transferencia
V-5395,2026-08-11,Hotel Plaza,Teclado mecanico,4,147822.26,mercadopago
V-5396,2026-08-11,Peluqueria Glamour,Toner HP,6,46741.17,mercadopago
V-5397,2026-08-11,Inmobiliaria Sol,Cable HDMI,5,19227.00,efectivo
V-5398,2026-08-11,Distribuidora Sur,Servicio mensual,1,45007.74,efectivo
V-5399,2026-08-11,Constructora Norte,Harina x25kg,12,37348.80,efectivo
V-5400,2026-08-11,Clinica Belgrano,Hosting mensual,1,11054.45,transferencia
V-5401,2026-08-11,Almacen La Paz,Agua mineral x6,19,31931.28,transferencia
V-5402,2026-08-11,Pedro Sanchez,Agua mineral x6,28,52643.52,efectivo
V-5403,2026-08-11,Clinica Belgrano,Disco SSD 1TB,3,209958.59,efectivo
V-5404,2026-08-11,Sofia Ramirez,Cuaderno,38,16107.47,transferencia
V-5405,2026-08-12,Mueblerias Hogar,Servicio de consultoria,1,18140.56,transferencia
V-5406,2026-08-12,Ferreteria Nuñez,Agua mineral x6,48,79253.89,cheque
V-5407,2026-08-12,Ferreteria Nuñez,Lapiceras x12,30,76294.50,tarjeta
V-5408,2026-08-12,Panaderia Ortiz,Lapiceras x12,6,13809.32,mercadopago
V-5409,2026-08-12,Agropecuaria Campo Verde,Capacitacion,2,127720.86,transferencia
V-5410,2026-08-12,Garcia SA,Licencia software anual,5,611246.38,mercadopago
V-5411,2026-08-12,Transportes Rios,Auriculares,3,62509.48,efectivo
V-5412,2026-08-12,Sofia Ramirez,Cafe en grano,12,23874.03,tarjeta
V-5413,2026-08-12,Optica Vision,Servicio de mantenimiento,1,35076.45,transferencia
V-5414,2026-08-12,Almacen La Paz,Detergente 5L,20,76551.12,transferencia
V-5415,2026-08-12,Sofia Ramirez,Aceite x12,9,52610.07,transferencia
V-5416,2026-08-12,Transportes Rios,Carpeta A4,40,45893.45,cheque
V-5417,2026-08-12,Kiosco El Sol,Servicio de mantenimiento,1,33300.91,tarjeta
V-5418,2026-08-13,Imprenta Rapida,Monitor 24'',4,719481.54,transferencia
V-5419,2026-08-13,Carniceria El Toro,Lapiceras x12,4,10538.56,tarjeta
V-5420,2026-08-13,Ana Martinez,Detergente 5L,3,13464.34,tarjeta
V-5421,2026-08-13,Imprenta Rapida,Resma A4,27,27174.71,tarjeta
V-5422,2026-08-13,Hotel Plaza,Notebook Lenovo,3,1890143.49,tarjeta
V-5423,2026-08-13,Valentina Diaz,Licencia software anual,4,448094.23,transferencia
V-5424,2026-08-13,Clinica Belgrano,Aceite x12,9,51420.31,transferencia
V-5425,2026-08-13,Escuela Sarmiento,Servicio de consultoria,1,20200.09,tarjeta
V-5426,2026-08-13,Estudio Contable RyR,Golosinas surtidas,50,7640.52,transferencia
V-5427,2026-08-13,Veterinaria Patitas,Auriculares,1,22580.95,efectivo
V-5428,2026-08-13,Agropecuaria Campo Verde,Cartucho tinta,2,12102.18,tarjeta
V-5429,2026-08-13,Estudio Contable RyR,Cartucho tinta,7,48660.74,tarjeta
V-5430,2026-08-13,Diego Torres,Golosinas surtidas,23,3552.71,transferencia
